time,isFallen,recoveryState,recoveryTimer,up_z,isProne,r_hip_tgt,r_knee_tgt,r_ankle_tgt,r_arm_tgt
0.362,1,0,1.213,-0.126473,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.214,-0.126798,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.215,-0.127123,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.216,-0.127449,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.217,-0.127775,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.218,-0.128101,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.219,-0.128428,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.22,-0.128754,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.221,-0.129082,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.222,-0.129409,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.223,-0.129737,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.224,-0.130065,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.225,-0.130393,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.226,-0.130722,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.227,-0.131051,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.228,-0.131381,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.229,-0.13171,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.23,-0.13204,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.231,-0.132371,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.232,-0.132702,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.233,-0.133033,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.234,-0.133364,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.235,-0.133696,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.236,-0.134028,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.237,-0.13436,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.238,-0.134693,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.239,-0.135026,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.24,-0.13536,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.241,-0.135694,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.242,-0.136028,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.243,-0.136362,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.244,-0.136697,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.245,-0.137033,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.246,-0.137368,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.247,-0.137704,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.248,-0.138041,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.249,-0.138377,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.25,-0.138714,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.251,-0.139052,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.252,-0.13939,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.253,-0.139728,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.254,-0.140067,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.255,-0.140406,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.256,-0.140745,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.257,-0.141085,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.258,-0.141425,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.259,-0.141765,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.26,-0.142106,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.261,-0.142448,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.262,-0.142789,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.263,-0.143132,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.264,-0.143474,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.265,-0.143817,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.266,-0.14416,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.267,-0.144504,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.268,-0.144848,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.269,-0.145193,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.27,-0.145538,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.271,-0.145883,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.272,-0.146229,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.273,-0.146575,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.274,-0.146922,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.275,-0.147269,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.276,-0.147616,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.277,-0.147964,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.278,-0.148312,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.279,-0.148661,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.28,-0.14901,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.281,-0.14936,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.282,-0.14971,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.283,-0.15006,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.284,-0.150411,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.285,-0.150762,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.286,-0.151114,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.287,-0.151466,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.288,-0.151819,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.289,-0.152172,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.29,-0.152526,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.291,-0.15288,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.292,-0.153234,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.293,-0.153589,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.294,-0.153945,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.295,-0.1543,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.296,-0.154657,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.297,-0.155013,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.298,-0.155371,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.299,-0.155728,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.3,-0.156087,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.301,-0.156445,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.302,-0.156804,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.303,-0.157164,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.304,-0.157524,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.305,-0.157885,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.306,-0.158246,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.307,-0.158607,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.308,-0.158969,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.309,-0.159331,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.31,-0.159694,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.311,-0.160057,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.312,-0.16042,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.313,-0.160784,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.314,-0.161148,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.315,-0.161513,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.316,-0.161878,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.317,-0.162243,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.318,-0.162609,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.319,-0.162976,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.32,-0.163342,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.321,-0.163709,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.322,-0.164077,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.323,-0.164445,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.324,-0.164814,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.325,-0.165183,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.326,-0.165552,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.327,-0.165922,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.328,-0.166292,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.329,-0.166663,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.33,-0.167034,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.331,-0.167405,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.332,-0.167777,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.333,-0.16815,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.334,-0.168523,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.335,-0.168896,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.336,-0.16927,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.337,-0.169644,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.338,-0.170019,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.339,-0.170394,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.34,-0.17077,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.341,-0.171146,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.342,-0.171523,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.343,-0.1719,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.344,-0.172278,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.345,-0.172656,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.346,-0.173034,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.347,-0.173413,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.348,-0.173793,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.349,-0.174173,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.35,-0.174553,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.351,-0.174934,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.352,-0.175316,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.353,-0.175698,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.354,-0.17608,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.355,-0.176463,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.356,-0.176847,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.357,-0.177231,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.358,-0.177615,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.359,-0.178,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.36,-0.178386,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.361,-0.178772,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.362,-0.179159,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.363,-0.179546,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.364,-0.179933,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.365,-0.180321,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.366,-0.18071,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.367,-0.181099,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.368,-0.181489,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.369,-0.181879,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.37,-0.18227,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.371,-0.182661,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.372,-0.183053,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.373,-0.183445,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.374,-0.183838,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.375,-0.184232,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.376,-0.184626,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.377,-0.18502,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.378,-0.185416,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.379,-0.185811,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.38,-0.186207,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.381,-0.186604,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.382,-0.187002,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.383,-0.1874,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.384,-0.187798,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.385,-0.188197,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.386,-0.188597,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.387,-0.188997,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.388,-0.189398,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.389,-0.189799,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.39,-0.190201,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.391,-0.190603,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.392,-0.191007,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.393,-0.19141,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.394,-0.191814,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.395,-0.192219,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.396,-0.192625,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.397,-0.193031,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.398,-0.193437,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.399,-0.193845,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.4,-0.194252,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.401,-0.194661,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.402,-0.19507,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.403,-0.19548,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.404,-0.19589,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.405,-0.196301,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.406,-0.196712,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.407,-0.197124,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.408,-0.197537,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.409,-0.19795,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.41,-0.198364,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.411,-0.198779,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.412,-0.199194,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.413,-0.19961,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.414,-0.200026,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.415,-0.200444,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.416,-0.200861,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.417,-0.20128,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.418,-0.201699,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.419,-0.202118,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.42,-0.202539,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.421,-0.20296,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.422,-0.203381,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.423,-0.203804,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.424,-0.204227,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.425,-0.20465,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.426,-0.205074,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.427,-0.205499,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.428,-0.205925,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.429,-0.206351,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.43,-0.206778,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.431,-0.207206,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.432,-0.207634,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.433,-0.208063,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.434,-0.208493,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.435,-0.208923,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.436,-0.209354,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.437,-0.209786,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.438,-0.210218,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.439,-0.210651,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.44,-0.211085,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.441,-0.211519,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.442,-0.211954,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.443,-0.21239,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.444,-0.212827,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.445,-0.213264,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.446,-0.213702,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.447,-0.214141,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.448,-0.21458,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.449,-0.21502,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.45,-0.215461,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.451,-0.215902,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.452,-0.216345,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.453,-0.216788,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.454,-0.217231,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.455,-0.217676,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.456,-0.218121,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.457,-0.218567,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.458,-0.219013,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.459,-0.219461,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.46,-0.219909,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.461,-0.220358,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.462,-0.220807,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.463,-0.221258,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.464,-0.221709,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.465,-0.222161,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.466,-0.222613,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.467,-0.223066,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.468,-0.223521,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.469,-0.223975,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.47,-0.224431,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.471,-0.224888,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.472,-0.225345,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.473,-0.225803,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.474,-0.226261,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.475,-0.226721,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.476,-0.227181,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.477,-0.227642,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.478,-0.228104,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.479,-0.228567,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.48,-0.22903,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.481,-0.229494,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.482,-0.229959,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.483,-0.230425,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.484,-0.230892,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.485,-0.231359,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.486,-0.231827,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.487,-0.232296,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.488,-0.232766,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.489,-0.233237,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.49,-0.233708,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.491,-0.23418,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.492,-0.234653,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.493,-0.235126,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.494,-0.2356,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.495,-0.236075,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.496,-0.236551,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.497,-0.237028,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.498,-0.237505,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.499,-0.237983,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.5,-0.238462,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.501,-0.238941,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.502,-0.239422,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.503,-0.239903,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.504,-0.240385,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.505,-0.240867,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.506,-0.241351,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.507,-0.241835,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.508,-0.24232,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.509,-0.242806,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.51,-0.243135,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.511,-0.243457,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.512,-0.243772,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.513,-0.24408,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.514,-0.24438,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.515,-0.244673,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.516,-0.244959,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.517,-0.245238,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.518,-0.24551,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.519,-0.245774,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.52,-0.246032,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.521,-0.246284,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.522,-0.246529,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.523,-0.246769,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.524,-0.247003,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.525,-0.247231,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.526,-0.247454,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.527,-0.247673,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.528,-0.247886,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.529,-0.248095,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.53,-0.248299,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.531,-0.248498,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.532,-0.248693,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.533,-0.248882,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.534,-0.249067,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.535,-0.249247,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.536,-0.249423,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.537,-0.249593,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.538,-0.249759,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.539,-0.24992,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.54,-0.250076,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.541,-0.250228,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.542,-0.250375,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.543,-0.250517,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.544,-0.250654,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.545,-0.250787,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.546,-0.250915,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.547,-0.251038,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.548,-0.251156,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.549,-0.251269,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.55,-0.251378,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.551,-0.251482,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.552,-0.251582,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.553,-0.251676,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.554,-0.251766,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.555,-0.251851,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.556,-0.251932,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.557,-0.252007,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.558,-0.252078,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.559,-0.252145,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.56,-0.252206,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.561,-0.252263,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.562,-0.252315,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.563,-0.252362,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.564,-0.252405,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.565,-0.252442,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.566,-0.252475,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.567,-0.252504,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.568,-0.252527,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.569,-0.252546,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.57,-0.25256,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.571,-0.25257,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.572,-0.252574,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.573,-0.252574,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.574,-0.25257,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.575,-0.25256,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.576,-0.252546,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.577,-0.252527,0,-0.04,0.04,0,-0.0984229
0.362,1,0,1.578,-0.252504,0,-0.04,0.04,0,-0.0984229
